id,activitydate,totalsleeprecords,totalminutesasleep,totaltimeinbed,totalsteps,totaldistance,trackerdistance,loggedactivitiesdistance,veryactivedistance,moderatelyactivedistance,lightactivedistance,sedentaryactivedistance,veryactiveminutes,fairlyactiveminutes,lightlyactiveminutes,sedentaryminutes,calories,steptotal,avg_intensity_night,avg_intensity_morning,avg_intensity_afternoon,avg_intensity_evening,avg_intensity_late_night,max_intensity_night,max_intensity_morning,max_intensity_afternoon,max_intensity_evening,max_intensity_late_night,avg_mets,max_mets,min_mets,avg_heart_rate,max_heart_rate,min_heart_rate
2320127002,2016-04-24,,,,4165,2.80999994277954,2.80999994277954,0.0,0.0,0.0,2.79999995231628,0.0,0,0,204,1236,1725,4165,5.5,0.0,7.0,21.2,15.0,12.0,0.0,33.0,31.0,17.0,13.022222222222222,44.0,10.0,,,
2320127002,2016-04-25,,,,3588,2.42000007629395,2.42000007629395,0.0,0.230000004172325,0.200000002980232,1.99000000953674,0.0,3,5,152,1280,1654,3588,5.333333333333333,0.0,4.0,18.4,13.5,21.0,0.0,19.0,40.0,21.0,12.4875,76.0,10.0,,,
2320127002,2016-04-26,,,,3409,2.29999995231628,2.29999995231628,0.0,0.0,0.0,2.29999995231628,0.0,0,0,147,1293,1632,3409,1.0,0.0,1.6,20.0,16.5,5.0,0.0,8.0,23.0,17.0,12.325,78.0,10.0,,,
2320127002,2016-04-27,,,,1715,1.1599999666214,1.1599999666214,0.0,0.0,0.0,1.1599999666214,0.0,0,0,82,1358,1481,1715,2.6666666666666665,11.0,0.0,0.0,0.0,9.0,33.0,0.0,0.0,0.0,11.181944444444444,44.0,10.0,,,
2320127002,2016-04-28,,,,1532,1.02999997138977,1.02999997138977,0.0,0.0,0.0,1.02999997138977,0.0,0,0,76,1364,1473,1532,10.333333333333334,2.3333333333333335,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,11.120833333333334,50.0,10.0,,,
2320127002,2016-04-29,,,,924,0.620000004768372,0.620000004768372,0.0,0.0,0.0,0.620000004768372,0.0,0,0,45,1395,1410,924,0.0,7.5,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,10.64861111111111,38.0,10.0,,,
2320127002,2016-04-30,,,,4571,3.07999992370605,3.07999992370605,0.0,0.0,0.0,3.0699999332428,0.0,0,0,234,1206,1779,4571,13.166666666666666,18.333333333333332,0.0,5.8,8.0,24.0,24.0,0.0,18.0,9.0,13.429166666666667,68.0,10.0,,,
2320127002,2016-05-01,,,,772,0.519999980926514,0.519999980926514,0.0,0.0,0.0,0.519999980926514,0.0,0,0,40,1400,1403,772,6.666666666666667,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.595833333333333,42.0,10.0,,,
2320127002,2016-05-02,,,,3634,2.45000004768372,2.45000004768372,0.0,0.360000014305115,0.209999993443489,1.87999999523163,0.0,5,6,123,1306,1613,3634,10.0,0.0,0.0,15.4,6.5,21.0,0.0,0.0,41.0,13.0,12.179166666666667,76.0,10.0,,,
2320127002,2016-05-03,,,,7443,5.01999998092651,5.01999998092651,0.0,1.49000000953674,0.370000004768372,3.16000008583069,0.0,20,10,206,1204,1878,7443,3.1666666666666665,14.333333333333334,0.0,26.8,23.5,19.0,40.0,0.0,61.0,46.0,14.181944444444444,78.0,10.0,,,
2320127002,2016-05-04,,,,1201,0.810000002384186,0.810000002384186,0.0,0.0,0.0,0.810000002384186,0.0,0,0,52,1388,1426,1201,0.5,8.166666666666666,0.0,0.0,0.0,3.0,33.0,0.0,0.0,0.0,10.769444444444444,44.0,10.0,,,
2320127002,2016-05-05,,,,5202,3.50999999046326,3.50999999046326,0.0,0.0,0.389999985694885,3.10999989509583,0.0,0,11,223,1206,1780,5202,0.0,26.5,5.2,11.2,2.0,0.0,34.0,18.0,20.0,4.0,13.441666666666666,42.0,10.0,,,
2320127002,2016-05-06,,,,4878,3.28999996185303,3.28999996185303,0.0,0.0,0.0,3.28999996185303,0.0,0,0,204,1236,1742,4878,1.1666666666666667,21.666666666666668,3.0,5.4,12.5,7.0,29.0,15.0,15.0,17.0,13.154166666666667,66.0,10.0,,,
2320127002,2016-05-07,,,,7379,4.96999979019165,4.96999979019165,0.0,0.0,0.0,4.96999979019165,0.0,0,0,319,1121,1972,7379,2.1666666666666665,17.666666666666668,24.0,7.6,21.0,13.0,33.0,32.0,16.0,27.0,14.890277777777778,70.0,10.0,,,
2320127002,2016-05-08,,,,5161,3.48000001907349,3.48000001907349,0.0,0.0,0.0,3.47000002861023,0.0,0,0,247,1193,1821,5161,0.0,11.5,12.0,19.0,11.5,0.0,24.0,27.0,24.0,12.0,13.752777777777778,72.0,10.0,,,
2320127002,2016-05-09,,,,3090,2.07999992370605,2.07999992370605,0.0,0.0,0.0,2.07999992370605,0.0,0,0,145,1295,1630,3090,6.333333333333333,11.0,6.2,2.0,0.0,18.0,22.0,19.0,10.0,0.0,12.305555555555555,50.0,10.0,,,
2320127002,2016-05-10,,,,6227,4.19999980926514,4.19999980926514,0.0,0.0,0.0,4.19999980926514,0.0,0,0,290,1150,1899,6227,0.0,19.0,22.0,13.2,0.0,0.0,38.0,32.0,20.0,0.0,14.334722222222222,62.0,10.0,,,
2320127002,2016-05-11,,,,6424,4.32999992370605,4.32999992370605,0.0,0.0,0.0,4.32999992370605,0.0,0,0,300,1140,1903,6424,0.0,7.166666666666667,17.8,23.0,26.5,0.0,25.0,24.0,34.0,32.0,14.369444444444444,48.0,10.0,,,
2320127002,2016-05-12,,,,2661,1.78999996185303,1.78999996185303,0.0,0.0,0.0,1.78999996185303,0.0,0,0,128,830,1125,2661,0.0,10.666666666666666,20.0,,,0.0,30.0,28.0,,,12.853333333333333,44.0,10.0,,,
2347167796,2016-04-12,,,,10113,6.82999992370605,6.82999992370605,0.0,2.0,0.620000004768372,4.19999980926514,0.0,28,13,320,964,2344,10113,0.0,19.833333333333332,23.8,38.2,0.5,0.0,48.0,41.0,73.0,1.0,17.308333333333334,106.0,10.0,86.08233377758033,172.0,57.0
2347167796,2016-04-13,1.0,467.0,531.0,10352,7.01000022888184,7.01000022888184,0.0,1.6599999666214,1.94000005722046,3.41000008583069,0.0,19,32,195,676,2038,10352,0.0,17.666666666666668,17.4,23.8,2.0,0.0,62.0,34.0,59.0,4.0,15.052083333333334,95.0,10.0,73.81290461804058,158.0,55.0
2347167796,2016-04-14,1.0,445.0,489.0,10129,6.69999980926514,6.69999980926514,0.0,0.0199999995529652,2.74000000953674,3.94000005722046,0.0,1,48,206,705,2010,10129,0.16666666666666666,22.0,20.6,12.8,2.5,1.0,72.0,56.0,39.0,5.0,14.844444444444445,72.0,10.0,72.57948213700426,154.0,52.0
2347167796,2016-04-15,1.0,452.0,504.0,10465,6.92000007629395,6.92000007629395,0.0,0.0700000002980232,1.41999995708466,5.42999982833862,0.0,1,24,284,720,2133,10465,0.3333333333333333,20.833333333333332,11.0,27.2,8.5,2.0,69.0,16.0,51.0,17.0,15.750694444444445,73.0,10.0,75.68525687977399,136.0,55.0
2347167796,2016-04-16,,,,22244,15.0799999237061,15.0799999237061,0.0,5.44999980926514,4.09999990463257,5.53000020980835,0.0,66,72,268,968,2670,22244,0.0,58.5,7.2,41.2,8.5,0.0,132.0,23.0,48.0,17.0,19.716666666666665,103.0,10.0,96.62390702822357,168.0,58.0
2347167796,2016-04-17,1.0,556.0,602.0,5472,3.61999988555908,3.61999988555908,0.0,0.0799999982118607,0.280000001192093,3.25999999046326,0.0,1,7,249,508,1882,5472,0.16666666666666666,15.5,17.6,16.8,0.0,1.0,48.0,35.0,19.0,0.0,13.899305555555555,62.0,10.0,75.36218020022247,134.0,55.0
2347167796,2016-04-18,1.0,500.0,557.0,8247,5.44999980926514,5.44999980926514,0.0,0.790000021457672,0.860000014305115,3.78999996185303,0.0,11,16,206,678,1944,8247,0.16666666666666666,11.166666666666666,16.8,23.4,1.0,1.0,23.0,38.0,64.0,2.0,14.356944444444444,72.0,10.0,71.23214476924724,134.0,53.0
2347167796,2016-04-19,1.0,465.0,514.0,6711,4.44000005722046,4.44000005722046,0.0,0.0,0.0,4.44000005722046,0.0,0,7,382,648,2346,6711,0.16666666666666666,24.833333333333332,28.4,20.8,0.0,1.0,57.0,44.0,37.0,0.0,17.320833333333333,120.0,10.0,81.30099693251533,195.0,53.0
2347167796,2016-04-20,,,,10999,7.26999998092651,7.26999998092651,0.0,0.680000007152557,1.80999994277954,4.78000020980835,0.0,11,43,269,1011,2198,10999,0.0,18.666666666666668,14.8,38.8,4.0,0.0,67.0,18.0,68.0,8.0,16.229861111111113,94.0,10.0,78.18208496366685,161.0,53.0
2347167796,2016-04-21,1.0,460.0,484.0,10080,6.75,6.75,0.0,1.85000002384186,1.52999997138977,3.38000011444092,0.0,23,26,208,761,2048,10080,0.3333333333333333,10.833333333333334,14.2,37.4,2.0,1.0,24.0,21.0,88.0,4.0,15.126388888888888,104.0,10.0,73.41425341802132,171.0,51.0
2347167796,2016-04-22,1.0,405.0,461.0,7804,5.15999984741211,5.15999984741211,0.0,0.560000002384186,1.67999994754791,2.92000007629395,0.0,9,27,206,781,1946,7804,0.8333333333333334,22.833333333333332,18.0,10.6,1.0,4.0,95.0,21.0,26.0,2.0,14.36875,102.0,10.0,71.99640209332752,165.0,53.0
2347167796,2016-04-23,1.0,374.0,386.0,16901,11.3699998855591,11.3699998855591,0.0,2.77999997138977,1.45000004768372,7.15000009536743,0.0,32,35,360,591,2629,16901,0.16666666666666666,34.5,29.2,27.0,18.5,1.0,105.0,72.0,38.0,29.0,19.411805555555556,99.0,10.0,83.43309231897726,157.0,53.0
2347167796,2016-04-24,1.0,442.0,459.0,9471,6.26000022888184,6.26000022888184,0.0,0.0,0.0,6.26000022888184,0.0,0,0,360,584,2187,9471,0.0,21.833333333333332,15.2,30.6,0.0,0.0,36.0,29.0,49.0,0.0,16.14375,64.0,10.0,77.57597373188406,127.0,54.0
2347167796,2016-04-25,1.0,433.0,471.0,9482,6.38000011444092,6.38000011444092,0.0,1.26999998092651,0.519999980926514,4.59999990463257,0.0,15,11,277,653,2095,9482,0.3333333333333333,12.666666666666666,13.6,36.2,8.5,1.0,28.0,20.0,67.0,17.0,15.46875,99.0,10.0,73.86135600335852,160.0,53.0
2347167796,2016-04-26,1.0,436.0,490.0,5980,3.95000004768372,3.95000004768372,0.0,0.0,0.0,3.95000004768372,0.0,0,0,227,732,1861,5980,0.0,12.833333333333334,12.4,17.0,1.5,0.0,26.0,29.0,37.0,3.0,13.740972222222222,58.0,10.0,71.73179652000444,122.0,49.0
2347167796,2016-04-27,1.0,448.0,499.0,11423,7.57999992370605,7.57999992370605,0.0,1.86000001430511,0.400000005960464,5.32000017166138,0.0,26,9,295,623,2194,11423,0.0,11.5,16.4,46.8,3.0,0.0,18.0,25.0,117.0,5.0,16.2,85.0,10.0,75.19362135263515,144.0,51.0
2347167796,2016-04-28,1.0,408.0,450.0,5439,3.59999990463257,3.59999990463257,0.0,0.0,0.0,3.59999990463257,0.0,0,0,229,764,1854,5439,0.6666666666666666,13.0,13.8,12.8,7.0,3.0,34.0,17.0,25.0,14.0,13.69375,62.0,10.0,73.40854132002218,138.0,55.0
2347167796,2016-04-29,1.0,411.0,473.0,42,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,4,2,403,42,0.3333333333333333,,,,,1.0,,,,,10.180555555555555,26.0,10.0,62.86971235194586,85.0,54.0
2873212765,2016-04-12,,,,8796,5.90999984741211,5.90999984741211,0.0,0.109999999403954,0.930000007152557,4.88000011444092,0.0,2,21,356,1061,1982,8796,4.666666666666667,30.166666666666668,23.0,16.0,0.0,28.0,49.0,58.0,40.0,0.0,15.67361111111111,68.0,10.0,,,
2873212765,2016-04-13,,,,7618,5.11999988555908,5.11999988555908,0.0,0.0,0.219999998807907,4.88000011444092,0.0199999995529652,0,8,404,1028,2004,7618,4.0,29.0,24.8,15.2,11.0,24.0,47.0,46.0,32.0,19.0,15.847222222222221,90.0,10.0,,,
2873212765,2016-04-14,,,,7910,5.32000017166138,5.32000017166138,0.0,0.0,0.0,5.32000017166138,0.0,0,0,331,1109,1893,7910,0.0,25.833333333333332,16.4,18.8,0.0,0.0,43.0,29.0,29.0,0.0,14.969444444444445,86.0,10.0,,,
2873212765,2016-04-15,,,,8482,5.69999980926514,5.69999980926514,0.0,0.0,0.0,5.69000005722046,0.0099999997764825,0,0,448,992,2063,8482,4.5,27.666666666666668,33.2,17.8,0.0,27.0,34.0,43.0,27.0,0.0,16.316666666666666,74.0,10.0,,,
2873212765,2016-04-16,,,,9685,6.65000009536743,6.65000009536743,0.0,3.10999989509583,0.0199999995529652,3.50999999046326,0.0099999997764825,47,1,305,1087,2148,9685,0.0,36.5,22.0,21.2,6.5,0.0,99.0,33.0,30.0,7.0,17.002777777777776,96.0,10.0,,,
2873212765,2016-04-17,,,,2524,1.70000004768372,1.70000004768372,0.0,0.0,0.349999994039536,1.3400000333786,0.0,0,8,160,1272,1529,2524,3.0,1.1666666666666667,16.8,13.4,0.0,18.0,6.0,42.0,22.0,0.0,12.097222222222221,58.0,10.0,,,
2873212765,2016-04-18,,,,7762,5.23999977111816,5.23999977111816,0.0,0.0700000002980232,0.280000001192093,4.8899998664856,0.0,1,6,311,1122,1890,7762,2.8333333333333335,25.166666666666668,22.0,9.6,0.0,17.0,41.0,51.0,19.0,0.0,14.94513888888889,87.0,10.0,,,
2873212765,2016-04-19,,,,7948,5.36999988555908,5.36999988555908,0.0,0.0,0.0,5.3600001335144,0.0,0,0,389,1051,1956,7948,3.1666666666666665,25.333333333333332,27.8,15.0,2.0,19.0,41.0,45.0,30.0,4.0,15.472916666666666,93.0,10.0,,,
2873212765,2016-04-20,,,,9202,6.30000019073486,6.30000019073486,0.0,1.50999999046326,0.119999997317791,4.65999984741211,0.0099999997764825,22,5,378,1035,2094,9202,4.0,25.666666666666668,27.6,26.8,2.0,24.0,42.0,57.0,77.0,4.0,16.625,95.0,10.0,,,
2873212765,2016-04-21,,,,8859,5.98000001907349,5.98000001907349,0.0,0.129999995231628,0.370000004768372,5.46999979019165,0.0099999997764825,2,10,371,1057,1970,8859,0.0,27.5,29.0,17.4,0.0,0.0,42.0,38.0,36.0,0.0,15.645138888888889,77.0,10.0,,,
2873212765,2016-04-22,,,,7286,4.90000009536743,4.90000009536743,0.0,0.46000000834465,0.0,4.42000007629395,0.0199999995529652,46,0,366,1028,2241,7286,3.1666666666666665,27.5,26.0,12.2,7.0,19.0,43.0,42.0,34.0,7.0,15.488888888888889,68.0,10.0,,,
2873212765,2016-04-23,,,,9317,6.34999990463257,6.34999990463257,0.0,2.08999991416931,0.230000004172325,4.01999998092651,0.0099999997764825,28,5,330,1077,2021,9317,0.0,33.833333333333336,28.8,12.8,6.5,0.0,115.0,42.0,24.0,13.0,16.049305555555556,149.0,10.0,,,
2873212765,2016-04-24,,,,6873,4.67999982833862,4.67999982833862,0.0,3.0,0.0599999986588955,1.62000000476837,0.0,46,1,190,1203,1898,6873,0.0,36.333333333333336,14.6,7.8,0.0,0.0,148.0,24.0,12.0,0.0,15.066666666666666,95.0,10.0,,,
2873212765,2016-04-25,,,,7373,4.94999980926514,4.94999980926514,0.0,0.0,0.0,4.94999980926514,0.0,0,0,359,1081,1907,7373,3.5,29.333333333333332,20.8,11.6,0.0,21.0,49.0,41.0,21.0,0.0,15.144444444444444,96.0,10.0,,,
2873212765,2016-04-26,,,,8242,5.53999996185303,5.53999996185303,0.0,0.119999997317791,0.180000007152557,5.23999977111816,0.0,2,5,309,1124,1882,8242,2.6666666666666665,23.833333333333332,18.2,15.0,0.0,16.0,36.0,38.0,25.0,0.0,14.952777777777778,90.0,10.0,,,
2873212765,2016-04-27,,,,3516,2.35999989509583,2.35999989509583,0.0,0.0,0.0,2.35999989509583,0.0,46,0,197,1197,1966,3516,0.0,39.666666666666664,7.2,12.2,0.0,0.0,96.0,22.0,24.0,0.0,15.609722222222222,95.0,10.0,,,
2873212765,2016-04-28,,,,7913,5.40999984741211,5.40999984741211,0.0,2.16000008583069,0.340000003576279,2.91000008583069,0.0,28,7,213,1192,1835,7913,0.0,32.0,7.4,16.4,0.0,0.0,92.0,13.0,30.0,0.0,14.578472222222222,98.0,10.0,,,
2873212765,2016-04-29,,,,7365,4.94999980926514,4.94999980926514,0.0,1.36000001430511,1.4099999666214,2.1800000667572,0.0,20,23,206,1191,1780,7365,0.0,13.833333333333334,35.4,10.4,0.0,0.0,23.0,108.0,14.0,0.0,14.13888888888889,80.0,10.0,,,
2873212765,2016-04-30,,,,8452,5.67999982833862,5.67999982833862,0.0,0.330000013113022,1.08000004291534,4.26000022888184,0.0099999997764825,5,20,248,1167,1830,8452,0.0,16.833333333333332,12.8,27.6,0.0,0.0,37.0,21.0,56.0,0.0,14.5375,80.0,10.0,,,
2873212765,2016-05-01,,,,7399,4.96999979019165,4.96999979019165,0.0,0.490000009536743,1.03999996185303,3.44000005722046,0.0,7,18,196,1219,1739,7399,0.0,17.666666666666668,15.0,14.4,0.0,0.0,44.0,34.0,21.0,0.0,13.815277777777778,88.0,10.0,,,
2873212765,2016-05-02,,,,7525,5.05999994277954,5.05999994277954,0.0,0.0,0.209999993443489,4.82999992370605,0.0199999995529652,0,7,334,1099,1878,7525,2.8333333333333335,25.166666666666668,24.6,11.4,0.0,17.0,42.0,52.0,20.0,0.0,14.919444444444444,72.0,10.0,,,
2873212765,2016-05-03,,,,7412,4.98000001907349,4.98000001907349,0.0,0.0599999986588955,0.25,4.65999984741211,0.0099999997764825,1,6,363,1070,1906,7412,3.1666666666666665,27.166666666666668,20.6,18.6,0.0,19.0,48.0,43.0,38.0,0.0,15.136111111111111,80.0,10.0,,,
2873212765,2016-05-04,,,,8278,5.55999994277954,5.55999994277954,0.0,0.0,0.0,5.55999994277954,0.0,0,0,420,1020,2015,8278,3.5,29.333333333333332,23.8,17.4,8.5,21.0,46.0,38.0,46.0,17.0,16.00138888888889,90.0,10.0,,,
2873212765,2016-05-05,,,,8314,5.6100001335144,5.6100001335144,0.0,0.779999971389771,0.800000011920929,4.03000020980835,0.0,13,23,311,1093,1971,8314,0.0,35.5,28.2,8.4,0.0,0.0,56.0,46.0,16.0,0.0,15.654861111111112,90.0,10.0,,,
2873212765,2016-05-06,,,,7063,4.75,4.75,0.0,0.0,0.119999997317791,4.6100001335144,0.0099999997764825,0,5,370,1065,1910,7063,3.8333333333333335,29.333333333333332,23.8,9.8,6.5,23.0,45.0,33.0,20.0,11.0,15.17361111111111,68.0,10.0,,,
2873212765,2016-05-07,,,,4940,3.38000011444092,3.38000011444092,0.0,2.27999997138977,0.550000011920929,0.550000011920929,0.0,75,11,52,1302,1897,4940,0.0,47.333333333333336,0.0,1.8,3.0,0.0,131.0,0.0,9.0,4.0,15.0625,157.0,10.0,,,
2873212765,2016-05-08,,,,8168,5.53999996185303,5.53999996185303,0.0,2.90000009536743,0.0,2.64000010490417,0.0,46,0,326,1068,2096,8168,0.16666666666666666,49.5,18.4,14.8,0.0,1.0,93.0,30.0,33.0,0.0,16.643055555555556,95.0,10.0,,,
2873212765,2016-05-09,,,,7726,5.19000005722046,5.19000005722046,0.0,0.0,0.0,5.19000005722046,0.0,0,0,345,1095,1906,7726,2.5,26.166666666666668,25.2,9.4,0.0,15.0,41.0,41.0,20.0,0.0,15.143055555555556,82.0,10.0,,,
2873212765,2016-05-10,,,,8275,5.55999994277954,5.55999994277954,0.0,0.0,0.0,5.55000019073486,0.0099999997764825,0,0,373,1067,1962,8275,3.5,26.333333333333332,22.6,16.2,0.0,21.0,42.0,48.0,29.0,0.0,15.583333333333334,74.0,10.0,,,
2873212765,2016-05-11,,,,6440,4.32999992370605,4.32999992370605,0.0,0.0,0.0,4.32000017166138,0.0099999997764825,0,0,319,1121,1826,6440,4.5,23.333333333333332,18.0,10.8,4.0,27.0,42.0,30.0,27.0,8.0,14.436111111111112,72.0,10.0,,,
2873212765,2016-05-12,,,,7566,5.1100001335144,5.1100001335144,0.0,0.0,0.0,5.1100001335144,0.0,0,0,268,720,1431,7566,0.0,29.666666666666668,20.25,,,0.0,43.0,26.0,,,16.517708333333335,92.0,10.0,,,
3372868164,2016-04-12,,,,4747,3.24000000953674,3.24000000953674,0.0,0.0,0.0,3.23000001907349,0.0099999997764825,0,0,280,1160,1788,4747,0.3333333333333333,16.833333333333332,17.2,17.2,2.5,2.0,30.0,30.0,20.0,5.0,13.276388888888889,68.0,10.0,,,
3372868164,2016-04-13,,,,9715,6.63000011444092,6.63000011444092,0.0,0.990000009536743,0.340000003576279,5.26999998092651,0.0199999995529652,16,8,371,1045,2093,9715,0.6666666666666666,29.666666666666668,32.6,18.0,0.0,3.0,94.0,44.0,25.0,0.0,15.541666666666666,98.0,10.0,,,
3372868164,2016-04-14,,,,8844,6.03000020980835,6.03000020980835,0.0,0.340000003576279,1.02999997138977,4.65000009536743,0.0099999997764825,6,25,370,1039,2065,8844,1.6666666666666667,32.0,26.4,20.0,2.0,8.0,74.0,40.0,34.0,4.0,15.334722222222222,102.0,10.0,,,
3372868164,2016-04-15,,,,7451,5.07999992370605,5.07999992370605,0.0,0.0,0.0,5.05999994277954,0.0199999995529652,0,0,335,1105,1908,7451,0.8333333333333334,16.666666666666668,19.2,26.8,0.0,3.0,39.0,32.0,37.0,0.0,14.169444444444444,66.0,10.0,,,
3372868164,2016-04-16,,,,6905,4.73000001907349,4.73000001907349,0.0,0.0,0.0,4.69999980926514,0.0299999993294477,0,0,356,1084,1908,6905,2.1666666666666665,29.5,19.2,13.8,0.5,13.0,41.0,34.0,25.0,1.0,14.167361111111111,59.0,10.0,,,
3372868164,2016-04-17,,,,8199,5.88000011444092,5.88000011444092,0.0,1.4099999666214,0.100000001490116,4.3600001335144,0.0099999997764825,11,2,322,1105,1964,8199,1.0,15.166666666666666,27.8,23.6,2.5,2.0,28.0,71.0,37.0,5.0,14.585416666666667,107.0,10.0,,,
3372868164,2016-04-18,,,,6798,4.6399998664856,4.6399998664856,0.0,1.08000004291534,0.200000002980232,3.34999990463257,0.0,20,7,343,1070,2014,6798,1.6666666666666667,36.0,16.6,20.6,2.5,6.0,101.0,31.0,29.0,5.0,14.954166666666667,100.0,10.0,,,
3372868164,2016-04-19,,,,7711,5.26000022888184,5.26000022888184,0.0,0.0,0.0,5.23999977111816,0.0199999995529652,0,0,376,1064,1985,7711,0.16666666666666666,18.333333333333332,24.8,20.4,19.5,1.0,46.0,39.0,40.0,22.0,14.744444444444444,88.0,10.0,,,
3372868164,2016-04-20,,,,4880,3.32999992370605,3.32999992370605,0.0,0.839999973773956,0.0900000035762787,2.38000011444092,0.0199999995529652,15,3,274,1148,1867,4880,0.5,12.333333333333334,35.4,13.2,2.5,2.0,32.0,86.0,27.0,5.0,13.869444444444444,94.0,10.0,,,
3372868164,2016-04-21,,,,8857,6.07000017166138,6.07000017166138,0.0,1.14999997615814,0.259999990463257,4.6399998664856,0.0099999997764825,18,9,376,1037,2124,8857,3.1666666666666665,39.333333333333336,16.8,20.6,3.0,17.0,81.0,26.0,41.0,6.0,15.771527777777777,107.0,10.0,,,
3372868164,2016-04-22,,,,3843,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.60999989509583,0.0099999997764825,0,0,206,1234,1669,3843,0.3333333333333333,8.5,17.0,10.8,7.0,2.0,24.0,28.0,23.0,8.0,12.395833333333334,46.0,10.0,,,
3372868164,2016-04-23,,,,7396,5.07000017166138,5.07000017166138,0.0,1.39999997615814,0.0799999982118607,3.57999992370605,0.0,20,2,303,1115,1995,7396,0.8333333333333334,28.833333333333332,15.4,21.4,2.5,2.0,96.0,28.0,41.0,5.0,14.815972222222221,107.0,10.0,,,
3372868164,2016-04-24,,,,6731,4.59000015258789,4.59000015258789,0.0,0.889999985694885,0.189999997615814,3.49000000953674,0.0199999995529652,14,7,292,1127,1921,6731,0.5,14.833333333333334,29.2,21.8,0.5,1.0,28.0,74.0,35.0,1.0,14.266666666666667,104.0,10.0,,,
3372868164,2016-04-25,,,,5995,4.09000015258789,4.09000015258789,0.0,0.0,0.0,4.09000015258789,0.0,0,0,416,1024,2010,5995,1.0,35.5,18.0,20.4,2.5,4.0,53.0,30.0,28.0,5.0,14.929166666666667,96.0,10.0,,,
3372868164,2016-04-26,,,,8283,5.78999996185303,5.78999996185303,0.0,1.85000002384186,0.0500000007450581,3.86999988555908,0.0099999997764825,22,2,333,1083,2057,8283,0.8333333333333334,35.833333333333336,19.2,14.8,6.5,1.0,97.0,26.0,23.0,9.0,15.272916666666667,110.0,10.0,,,
3372868164,2016-04-27,,,,7904,5.42000007629395,5.42000007629395,0.0,1.58000004291534,0.629999995231628,3.19000005722046,0.0099999997764825,24,13,346,1057,2095,7904,1.6666666666666667,33.5,28.2,14.4,10.0,6.0,105.0,44.0,31.0,15.0,15.561805555555555,111.0,10.0,,,
3372868164,2016-04-28,,,,5512,3.75999999046326,3.75999999046326,0.0,0.0,0.0,3.75999999046326,0.0,0,0,385,1055,1972,5512,2.8333333333333335,27.666666666666668,20.8,19.4,0.5,16.0,39.0,32.0,31.0,1.0,14.645833333333334,90.0,10.0,,,
3372868164,2016-04-29,,,,9135,6.23000001907349,6.23000001907349,0.0,0.0,0.0,6.21999979019165,0.0099999997764825,0,0,402,1038,2044,9135,3.1666666666666665,27.0,31.6,12.6,0.0,17.0,49.0,40.0,20.0,0.0,15.183333333333334,58.0,10.0,,,
3372868164,2016-04-30,,,,5250,3.57999992370605,3.57999992370605,0.0,1.05999994277954,0.0900000035762787,2.42000007629395,0.0099999997764825,17,4,300,1119,1946,5250,0.3333333333333333,25.833333333333332,26.0,13.2,3.0,1.0,90.0,46.0,21.0,6.0,14.455555555555556,102.0,10.0,,,
3372868164,2016-05-01,,,,3077,2.09999990463257,2.09999990463257,0.0,0.0,0.0,2.08999991416931,0.0,0,0,172,842,1237,3077,1.6666666666666667,13.666666666666666,17.0,,,7.0,22.0,31.0,,,12.991666666666667,70.0,10.0,,,
3977333714,2016-04-12,1.0,274.0,469.0,8856,5.98000001907349,5.98000001907349,0.0,3.05999994277954,0.910000026226044,2.00999999046326,0.0,44,19,131,777,1450,8856,3.0,1.3333333333333333,44.0,8.8,5.5,16.0,4.0,118.0,12.0,7.0,14.33611111111111,115.0,10.0,,,
3977333714,2016-04-13,2.0,295.0,456.0,10035,6.71000003814697,6.71000003814697,0.0,2.02999997138977,2.13000011444092,2.54999995231628,0.0,31,46,153,754,1495,10035,0.8333333333333334,3.1666666666666665,15.0,44.8,7.5,4.0,6.0,26.0,116.0,8.0,14.781944444444445,74.0,10.0,,,
3977333714,2016-04-14,1.0,291.0,397.0,7641,5.1100001335144,5.1100001335144,0.0,0.319999992847443,0.970000028610229,3.8199999332428,0.0,5,23,214,801,1433,7641,1.8333333333333333,22.666666666666668,7.0,18.6,0.0,6.0,56.0,20.0,53.0,0.0,14.164583333333333,66.0,10.0,,,
3977333714,2016-04-15,1.0,424.0,556.0,9010,6.05999994277954,6.05999994277954,0.0,1.04999995231628,1.75,3.25999999046326,0.0,15,42,183,644,1468,9010,2.5,3.3333333333333335,26.8,23.4,13.0,7.0,17.0,88.0,51.0,18.0,14.513194444444444,101.0,10.0,,,
3977333714,2016-04-16,1.0,283.0,510.0,13459,9.0,9.0,0.0,2.02999997138977,4.0,2.97000002861023,0.0,31,83,153,663,1625,13459,0.6666666666666666,17.666666666666668,38.4,17.8,10.5,2.0,95.0,78.0,68.0,13.0,16.059722222222224,78.0,10.0,,,
